target,number_of_steps,sascore,scscore,syba,MolWt,MolLogP,NumHAccept,NumHDonors
Cn1cc(-c2ccccc2NC(=O)Nc2ccc(Cl)cc2)cn1,1,1.897270542204602,3.777887067485961,110.74819323569622,326.787,4.384500000000003,3,2
NC(=O)c1cc([N+](=O)[O-])ccc1NCc1cccc2ccccc12,3,1.9588841614560817,2.6501433281476423,133.89141595726142,321.33600000000007,3.4590000000000014,4,2
O=C(CN1CCCCCCC1=O)Nc1ccc2nccn2c1,1,2.346073116802142,3.6420052013840376,123.93795770113476,300.362,2.0655,4,1
O=C(CNC(=O)c1ccc(F)c(F)c1)Nc1ccc(N2CCC2=O)cc1,1,1.9556611016870544,3.973226140221632,149.14062952038688,359.33200000000016,2.0700000000000003,3,2
Cn1c(=O)cc(OCCCC(=O)NCc2cccnc2)c2ccccc21,3,2.120256566386736,4.464241399525864,179.98544220869812,351.40600000000006,2.4089,5,1
Cc1nc(-c2ccccc2)ccc1C(=O)Nc1ccc2cccnc2c1,1,1.918011068411028,3.683914362195357,143.8457957381066,339.398,4.857520000000004,3,1
CCCS(=O)(=O)Nc1ccc(NC(=O)c2nccc3ccccc23)cc1,1,2.046636765970936,3.801499299084103,142.16040956978122,369.4460000000001,3.6388000000000016,4,2
COc1ccc(/C=C/c2ccncc2)cc1OC,1,1.841708029542211,2.538616176093264,97.44890801198544,241.29,3.269200000000001,3,0
CCc1ccc(CN(C)C(=O)Nc2cc(F)ccc2OC)cc1,2,1.815348186435372,2.6534083707415475,165.3213701617157,316.3760000000001,4.060600000000003,2,1
COC(=O)C(C)(C)NCc1ccc2c(c1)CCCC2,1,2.2204207867756054,2.719251874307063,81.18664198841017,261.365,2.6066000000000003,3,1
CC(=O)N1CCN(CCCCC(=O)Nc2ccc(-c3cccnc3)cc2)CC1,10,1.97922121987634,4.194336265071833,160.9200513124157,380.4920000000001,3.0215000000000014,4,1
COc1ccccc1OCC(=O)NCCCc1ccc(N)cc1,2,1.7320691436032032,3.221810162792947,167.55186552689153,314.385,2.4052000000000007,4,2
c1cncc(CSc2nc3ncccc3o2)c1,1,2.3273009709808274,2.929377789224546,86.69152754603415,243.29100000000005,2.910100000000001,5,0
CCCNC(=O)CCC(=O)NCCCOCCc1ccccc1,1,1.8699852275192883,3.377535451669494,157.4719685526594,320.43299999999994,2.0584,3,2
CCOC(=O)NCC(=O)Nc1nc2ccccc2n1C(C)(C)C,1,2.3075749378089974,3.19470733562232,83.7173816457941,318.3770000000001,2.4759,5,2
CCCCCCCNC(=O)Nc1ccc(C)c(Cl)c1,1,1.7049258666014424,2.7084420180653765,140.21956168374317,282.81500000000005,4.740320000000003,1,2
CCN(CC)C(=O)N1CCN(C(=O)c2ccc(O)c(OC)c2)CC1,1,2.068534901892116,3.3230587182986646,115.13733068868916,335.4040000000001,1.6204,4,1
COC(=O)Nc1ccc(NCCc2ccccc2)nn1,2,2.012982638892764,2.722641163972653,97.95819013287642,272.308,2.3095,5,2
CCc1cnc(CNc2cccc([N+](=O)[O-])c2)s1,1,2.320088729159336,3.014333752990293,104.96916522140546,263.322,3.2258000000000013,5,1
C=CCOc1ccc(NC(=O)c2ccc(F)cc2)cc1,1,1.5973125565250417,2.4587841340937966,135.93995446502265,271.291,3.642800000000002,2,1
CCc1ccc(CCN[C@H]2C[C@@H](NC(=O)c3ccnn3C)C2)cc1,3,2.319128505347484,4.146271221040064,88.52919677546198,326.4440000000001,2.0756,4,2
CCc1ccc(C(=O)Nc2cc(F)c(F)c(F)c2)cc1[N+](=O)[O-],1,2.0875129739663887,2.89961567253512,125.21625330032596,324.25800000000004,3.826800000000002,3,1
CCN(CC)C(=O)Nc1nc(-c2ccc(N)cc2)cs1,3,2.10537101517166,3.373019974054248,109.17203177135802,290.392,3.266000000000001,4,2
CN1CCN(c2cc(C(=O)NCCNC(=O)Cc3ccccc3)ccn2)CC1,2,2.0545066899618085,4.2036967246042,169.49058220595543,381.4800000000001,0.922100000000002,5,2
COc1cccc(C(=O)Nc2ccc(Nc3ccccc3)cc2)c1F,1,1.743328159253565,2.8719568237343065,154.86729459858967,336.36600000000004,4.830200000000002,3,2
CCN1CCN(C(=O)c2c(-c3ccccc3)noc2C)CC1,4,1.976896983560384,3.1612206475442246,106.51870670888192,299.37400000000014,2.4277200000000008,4,0
CN1CCN(C(=O)Nc2ccc(Oc3ccccc3)nc2)CC1,2,1.9372387396787687,3.495057827000791,144.1665430862759,312.3730000000001,2.653200000000001,4,1
CCNc1nc(C)cc(N2CCN(C(=O)c3ccc(C)cc3C)CC2)n1,1,2.188428224974724,3.9338563718595614,138.36621704923292,353.47000000000014,2.796060000000001,5,1
Cc1[nH]ncc1C(=O)Nc1cccc(Oc2ccccc2)c1,1,1.8722728764175256,3.268744338497854,134.31092068760444,293.326,3.7627200000000016,3,2
COc1ccc(NC(=O)/C=C\c2cccc(C(F)(F)F)c2)cc1OC(F)F,1,2.19637960009166,3.3784820678071856,170.08856230129402,387.304,4.9673000000000025,3,1
CCCCN(Cc1cccc(Br)c1O)C(=O)Nc1ccccc1,2,2.037065216760816,3.4484701075489608,133.58683940930007,377.282,4.9889000000000046,2,2
O=C(NCC(=O)N1CCCC1)Nc1ccc2ccccc2c1,1,1.795762059109833,2.74807962206453,150.11903556465222,297.35800000000006,2.5837000000000003,2,2
CNC(=O)COc1cccc(NS(=O)(=O)c2cnc(Cl)c(F)c2)c1,2,2.2684062305634445,4.128473353252577,133.58374984322737,373.793,1.7996999999999996,5,2
O=S(=O)(NCCc1ccccn1)c1cccs1,2,2.052892641495188,2.846999644285038,112.32769598800964,268.36300000000006,1.6641,4,1
CN(Cc1ccccc1)C(=O)Nc1ccc(-c2cn[nH]c2)cc1,2,1.9995236994950727,3.5406020940007843,151.45492247500263,306.369,3.7406000000000015,2,2
CCOc1ccc(Nc2cc(OC)nc(C)n2)cc1CCl,2,2.3173633075247384,3.2471362370411625,89.95703515744813,307.78100000000006,3.6747200000000015,5,1
COCCOc1cccc(CC(=O)Nc2cnn(C(C)C)c2)c1,1,2.147727938654308,3.85878417309598,171.0115440643784,317.389,2.6704000000000008,5,1
O=C(NC1CCCC1)c1cc(NCCc2cccc(Cl)c2)ncn1,2,2.17333170508892,3.65023344448157,131.50135875310136,344.846,3.4570000000000016,4,2
COCCN(Cc1cccnc1)S(=O)(=O)c1ccc(F)cc1C,3,2.178351071050756,3.756096596383296,130.56420683050737,338.40400000000005,2.3664200000000006,4,0
O=C(Nc1ccc(N2CCCC2)c(Cl)c1)c1cccnc1,1,1.8122017541017783,3.597221193741773,141.71808594527192,301.777,3.587500000000002,3,1
O=C(O)CNc1cccc(-c2ccsc2)c1,2,2.0037257328734164,3.029565165936652,55.89211984251767,233.292,2.9116000000000017,3,2
COCCN(CC(=O)O)Cc1ccccc1Br,2,2.019544814246448,2.9065885565690133,77.14237727118842,302.168,1.9820999999999995,3,1
Fc1ccccc1CN1CCC(Cc2ccccc2)CC1,1,1.6767629752708793,3.1411616336533186,111.16895453408792,283.39000000000004,4.280400000000004,1,0
Cc1nn(C)cc1C(=O)Nc1ccc(OCCN2CCCCC2)cc1,1,2.035180082330488,4.075547496099208,142.36268532149057,342.4430000000001,2.8455200000000014,5,1
O=C(CN1CCN(C(=O)c2ccccn2)CC1)NCC1(c2ccccc2)CCC1,1,2.2151918445981487,4.329252537061196,163.65653219582543,392.5030000000002,2.077500000000001,4,1
C#CCNC(=O)c1cccc(NC(=O)C2CCCCC2)c1,1,1.971357466586016,3.121341667925506,143.18268463719542,284.359,2.5684000000000005,2,2
COc1ccc(CNC(=O)Nc2ccc(CC(N)=O)cc2)cc1OC,2,1.8029461812315863,2.833282766476888,188.6867465605841,343.3830000000001,2.0533,4,3
CCCCCNc1cc(NCCN2CCOCC2)nc(C)n1,1,2.320475039879065,3.933242710154859,87.97635220366082,307.44199999999995,2.13122,6,2
O=C(CCC(=O)c1cccs1)NCC(=O)Nc1nccs1,1,2.214175158893708,2.96957007788834,139.9882965048377,323.399,1.9224,6,2
CCc1ccc(N)cc1NC(=O)c1cncc(Cl)c1,2,2.090441976906229,3.095691045204536,77.66202913842697,275.73900000000003,3.131900000000001,3,2
CC(C)CNS(=O)(=O)c1ccccc1C(=O)N1CCCCC1,4,1.9754719069976008,3.0028474856128704,102.26686054583791,324.4460000000002,2.2470000000000008,3,1
O=C(c1ccc(N2CCCC2=O)cc1)N1CCN(c2ccccc2F)CC1,3,1.947501701482992,3.545036497946657,149.87812567104356,367.4240000000001,2.914900000000001,3,0
CCc1ccc(NC(=O)/C(C#N)=C/c2cn(CC(=O)O)c3ccccc23)cc1,5,2.249485051965486,3.723043426643261,147.9305862955396,373.412,3.833980000000002,4,2
OB(O)c1ccc(OCCCCCCCc2ccccc2)nc1,2,2.2770667534560385,3.1732634974197937,100.84837262920784,313.2059999999999,2.3334,4,2
O=C(COc1ccc(F)c(F)c1)NC1CCCCC1,1,1.7998899691655428,2.5630286199025565,121.99936535119116,269.291,2.7925000000000013,2,1
N#C/C(=C\c1ccco1)C(=O)NCc1ccccc1,1,2.0516411113566857,2.301300185140222,110.22061465126949,252.273,2.502980000000001,3,1
Cc1ccc([N+](=O)[O-])c(OCCCN2C(=O)NC(C)(C)C2=O)c1,2,2.3181921302939337,2.8986647858037657,94.4204561126202,321.3330000000001,2.00252,5,1
COC(=O)c1ccc(NC(=O)c2cc(OC)c3c(c2)OCCO3)c(OC)c1,1,2.0980717108258755,2.813915289474643,121.91096827062896,373.36100000000016,2.5139000000000005,7,1
NS(=O)(=O)c1ccc(Nc2ncc3c(n2)CCCC3=O)cc1,1,2.2704590891966827,3.921114406821743,90.31989415787854,318.35800000000006,1.3866000000000005,6,2
CONC(=O)C(=O)Nc1ccc(N2CCOCC2)cc1C,2,2.264090817303094,3.3306646589920867,98.2949975164582,293.323,0.4477199999999997,5,2
Cc1cccc(NC(=O)CC2CCCCC2)n1,1,1.930433300835844,2.7485426751540896,97.82171281306796,232.327,3.2989200000000016,2,1
Clc1cccc(CNCCc2ccc3c(c2)OCO3)c1,1,1.861448259537461,2.896094219419285,124.68238812687366,289.762,3.4010000000000016,3,1
O=C(Nc1cn[nH]c1)c1ccc(SCc2ccccc2)cc1,2,1.984143475529951,2.979681075000664,148.0042962309637,309.394,3.9543000000000017,3,2
O=[N+]([O-])c1ccc(N2CCCC2)cc1NCc1ccccc1,1,1.8796372994944488,2.710953775466,120.11375465530446,297.35799999999995,3.807100000000002,4,1
CCS(=O)(=O)N1CCC(C(=O)NCc2cccc(C(=O)N(C)C)c2)CC1,1,2.11454693258392,4.235834422975536,173.47677241958115,381.4980000000002,1.066300000000001,4,1
CCCSCC(=O)Nc1ccc(OC(F)(F)F)cc1,1,1.972204564826292,2.603251379293239,138.2425593453739,293.31,3.666900000000002,3,1
COc1ccc2nc(C)cc(-n3cc(CNC(=O)C4CC4)nn3)c2c1,4,2.3630178667291872,3.984574756771984,99.55890145569916,337.3830000000001,2.15872,6,1
Cc1cccc(NCC(=O)N/N=C/c2ccncc2)c1,1,2.051283965152712,2.820514911933947,145.63913626715646,268.32000000000005,1.95222,4,2
COc1ccc(-c2ccccc2)cc1OC1CNC1,3,1.840094537930112,3.2045709801121016,39.15956998990623,255.317,2.7128,3,1
O=C(Cn1cc(-c2ccc([N+](=O)[O-])cc2)cn1)C1CCOCC1,4,2.4323383743724367,3.1951890353534407,90.1861746323282,315.3290000000001,2.4540000000000006,6,0
CCc1ccc(-n2nc(NC)c(C#N)c2N)cc1,4,2.402189579838069,3.368762121429556,50.80766714668743,241.298,1.93028,5,2
CCOc1ccc(CNc2cccc(CC)c2)cc1F,1,1.7528923136100616,3.301636750206777,136.79320871303048,273.351,4.398900000000003,2,1
c1ccc(CCCc2nc(-c3cccnc3)no2)cc1,1,1.8897911800068208,3.9315556207442848,125.90997290276296,265.31600000000003,3.306900000000001,4,0
O=C(NC1CCCCC1)C(=O)c1c[nH]c2ccccc12,1,2.035912347115575,2.67432623855391,101.79959915399678,270.33200000000005,2.7995,2,2
O=C(COC(=O)/C=C\c1ccc(F)cc1)Nc1ccc(Cl)c(Cl)c1,3,1.8713907833241168,2.8187217661174566,178.20977205008384,368.191,4.327600000000003,3,1
NC(=O)CCCCC(=O)N(CCc1ccccn1)Cc1cccnc1,3,2.206991620792028,4.2548570898010745,141.56993488789482,340.4270000000001,2.0935999999999986,4,1
NC(=O)C1CCN(C(=O)CCCn2c(=O)[nH]c3ccccc3c2=O)CC1,1,2.174608625396221,4.187356523706098,145.30446158085627,358.39800000000014,0.1938999999999999,5,2
COc1cc(Cl)c(C)cc1Nc1ccc(NC(=O)Cc2ccccc2)nc1,3,2.0338110767231363,3.124635776707488,143.33618295952954,381.8630000000001,4.976820000000004,4,2
COc1ccc(-c2nc3ccccc3[nH]2)c(OC)c1,1,1.7928439085594814,2.716720556559661,79.53564003088344,254.289,3.247100000000001,3,1
Cc1cc(F)ccc1NC(=O)COc1ccc(CC(N)=O)cc1,1,1.7710318402815268,3.258839057369918,164.15743995977334,316.33200000000005,2.1794199999999995,3,2
CCc1cccc(C(=O)OCc2cscn2)c1O,1,2.3074208558561686,2.965145035443712,89.32639421120625,263.318,2.768100000000002,5,1
COc1ccc(C(=O)Nc2nc(C)c(C)o2)c(OC2CCCC2)c1,1,2.358127826614453,3.158645874858353,109.45138913549,330.3840000000001,3.8737400000000033,5,1
CC(C)OC(=O)CCCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],2,2.200414621854293,2.658318274877681,114.12527626051748,311.2940000000001,2.6467,7,1
O=C(Nc1ccc(Cl)cc1)c1ccc(NCc2ccco2)nn1,2,2.08045343543078,3.3290413597267525,145.7342102962447,328.759,3.587400000000001,5,2
Cc1ccc(OCC(=O)Nc2ccc(OCC#N)cc2)cc1,2,1.7316200604834613,2.4272749439240515,163.38958534877807,296.326,2.914900000000001,4,1
COCCCCNC(=O)Nc1ccc(C(=O)OC)cc1OC,1,1.8513854000619148,2.904565721788178,148.10139061370518,310.3500000000001,2.0299,5,2
COc1ccc(CSc2cc(C)ccc2N)cc1OC,2,1.9273391470397885,2.3739502807115875,111.60712509530671,289.40000000000003,3.886720000000002,4,1
COCCCNCCCNC(=O)c1cc(F)cc(Cl)c1,1,2.045921564622206,3.7335524587796782,72.14293074672584,302.77700000000004,2.2251000000000003,3,2
O=C(Cn1c(-c2ccccc2)noc1=O)NCc1ccccc1,1,1.91682496241126,3.0778901378077275,124.06484802702252,309.325,1.8197,5,1
Cc1noc(C)c1NC(=O)COc1ccc(Br)cc1,1,1.9509981452661729,2.6218191989870463,120.36692301804754,325.162,3.071440000000001,4,1
O=C(Nc1ccc2scnc2c1)c1cc([N+](=O)[O-])ccc1Cl,1,2.1399814217028865,2.924425894139841,129.266115594772,333.7560000000001,4.110200000000002,5,1
COCCN(CC(=O)O)C(=O)Nc1c(C)cccc1C,3,2.036085026160668,2.7873570067025266,83.09800622491984,280.32400000000007,1.86834,3,2
CC(=O)NCC(=O)Nc1cc(N)ccc1F,2,1.8692060782105864,2.560142719881852,82.33258290371934,225.223,0.4824999999999996,3,3
Cc1ccc(CC(=O)N2CCC(c3nc(-c4cccs4)no3)CC2)cc1,1,2.214116533998073,4.009466195706027,155.5039353430461,367.4740000000001,4.055220000000004,5,0
COc1cccc(OCc2ccnc(CN)c2)c1,2,1.8944245975895484,2.8306145202953745,77.29805999535112,244.294,2.1279000000000003,4,1
COC(=O)c1cccc(NCCC(=O)Nc2cccc(C)c2C)c1,2,1.814224767250636,2.914951427119308,147.85039451607648,326.3960000000001,3.530740000000001,4,2
C=CCNC(=O)COc1ccccc1C,1,1.7852781737489725,2.2563518548968964,91.88058636396426,205.257,1.6760199999999998,2,1
Cn1nnc2cc(CNc3ccc(F)c(Cl)c3)ccc21,1,2.1752777387112747,3.590237257763265,107.23424286452833,290.729,3.3729000000000013,4,1
Cc1cccc(C)c1Nc1nc(-c2ccccn2)cs1,1,2.065843912102313,3.151527453570649,90.94220123276764,281.384,4.565540000000003,4,1
c1ccc(CNc2cc(NC3CCCCCC3)ncn2)cc1,1,2.041292587955988,3.2259077027159404,111.16704097253844,296.41799999999995,4.2234000000000025,4,2
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1C(N)=O,3,2.24021879395338,3.41489691590947,101.04324110854677,301.34600000000006,2.63172,4,2
CCc1ccc(C(C)(C)CNC(=O)Cc2ccc(OC)c(OC)c2)cc1,1,1.9836987202328904,2.5978795478584,176.9058476049551,355.47800000000007,3.902700000000003,3,1
CCNC(=O)Cc1c(C)nc2ccccc2c1-c1ccccc1,10,1.922155856889919,3.834491474560576,101.65207405981025,304.393,3.8888200000000026,2,1
NC(=S)c1ccc(NC(=O)c2cccs2)cc1F,2,2.064739425991915,2.960576149412238,101.31583234010584,280.349,2.7737000000000007,3,2
Cc1ccc2nc(O)c(CN(C)C(=O)c3ccccn3)cc2c1,1,2.371826873565549,3.7295223798972295,117.57662871458092,307.353,2.9160200000000014,4,1
CNc1cccc(-c2nc(C)c(C)o2)c1,1,2.092758393529192,3.455283690478162,54.538729708378575,202.257,3.000140000000001,3,1
Cc1cnc(C(=O)NCCCN(C)C2CCCCC2)cn1,1,2.2678613127398624,3.2751198294106167,98.0988875438706,290.41099999999994,2.16942,4,1
Cc1ccc(NC(=O)/C=N\OCc2ccc(F)cc2)c(C)c1,2,2.112829560660701,2.556779345393529,115.24821522200516,300.333,3.5836400000000017,3,1
CCc1cc(CNC(=O)c2ccc([N+](=O)[O-])c(C)c2)on1,1,2.2093892437743445,3.038443805865149,134.32976294155714,289.291,2.3836200000000005,5,1
O=C(Nc1ccccc1Cl)c1cnc(NC2CCCCC2)nc1,1,2.002522321768323,3.1448349721407465,121.79650809403071,330.81900000000013,4.126900000000003,4,2
COc1ccc(OCCC(=O)OCc2c(C)noc2C)cc1,1,1.9964839030924644,2.9864799068058403,132.41306607589843,305.33,2.8123400000000007,6,0
CCCOc1cccc(C(=O)Nc2ccc(SC)cn2)c1,1,1.996755928124476,3.152651705905271,136.6231317757739,302.399,3.8446000000000025,4,1
CCn1nnnc1NCc1ccc(C(F)(F)F)cc1,4,2.221225431187797,3.2678868303882043,100.01152129985108,271.246,2.3239,5,1
COc1ccc(CN(C)Cc2nc(Cc3ccccc3Cl)no2)cc1OC,1,2.1882622255742845,3.906984536605394,174.01686024206342,387.8670000000001,3.9630000000000014,6,0
CCN1CCN(c2ccc(NC(=O)CSc3ccc(Cl)cc3)cc2)CC1,1,1.8747845663867369,3.707970968787823,182.2314265094903,389.9520000000001,4.2127000000000026,4,1
COc1cccc(-c2cc(C(=O)Nc3cc(OC)c(OC)c(OC)c3)on2)c1,1,2.1239442535234225,3.445066617781776,149.74322673314583,384.3880000000001,3.628300000000002,7,1
Cc1cccc(Nc2nc(C#N)nc(NC3CCCC3)n2)c1,4,2.3911510014175263,3.4905015787472697,89.4835632610436,294.362,3.1498000000000017,6,2
